0, 0.013, 10
1, 0.01, 10
2, 0.01, 10
3, 0.015, 10
4, 0.015, 10
5, 0.019, 10
6, 0.011, 10
7, 0.012, 10
8, 0.01, 10
9, 0.012, 10
10, 0.013, 10
11, 0.011, 10
12, 0.018, 10
13, 0.01, 10
14, 0.017, 10
15, 0.016, 10
16, 0.023, 10
17, 0.021, 10
18, 0.023, 10
19, 0.014, 10
20, 0.018, 10
21, 0.013, 10
22, 0.017, 10
23, 0.012, 10
24, 0.011, 10
25, 0.021, 10
26, 0.007, 10
27, 0.012, 10
28, 0.014, 10
29, 0.017, 10
30, 0.008, 10
31, 0.014, 10
32, 0.01, 10
33, 0.017, 10
34, 0.013, 10
35, 0.013, 10
36, 0.012, 10
37, 0.017, 10
38, 0.013, 10
39, 0.017, 10
40, 0.01, 10
41, 0.031, 10
42, 0.009, 10
43, 0.016, 10
44, 0.01, 10
45, 0.017, 10
46, 0.011, 10
47, 0.015, 10
48, 0.012, 10
49, 0.018, 10
50, 0.021, 100
51, 0.017, 100
52, 0.016, 100
53, 0.015, 100
54, 0.018, 100
55, 0.042, 100
56, 0.071, 100
57, 0.012, 100
58, 0.011, 100
59, 0.015, 100
60, 0.008, 100
61, 0.016, 100
62, 0.072, 100
63, 0.02, 100
64, 0.014, 100
65, 0.063, 100
66, 0.017, 100
67, 0.036, 100
68, 0.028, 100
69, 0.016, 100
70, 0.064, 100
71, 0.016, 100
72, 0.033, 100
73, 0.025, 100
74, 0.015, 100
75, 0.012, 100
76, 0.034, 100
77, 0.009, 100
78, 0.015, 100
79, 0.008, 100
80, 0.032, 100
81, 0.022, 100
82, 0.013, 100
83, 0.044, 100
84, 0.034, 100
85, 0.013, 100
86, 0.024, 100
87, 0.014, 100
88, 0.511, 100
89, 0.017, 100
90, 0.015, 100
91, 0.044, 100
92, 0.032, 100
93, 0.06, 100
94, 0.006, 100
95, 0.054, 100
96, 0.047, 100
97, 0.026, 100
98, 0.021, 100
99, 0.036, 100
100, 0.739, 1000
101, 0.739, 1000
102, 0.605, 1000
103, 0.646, 1000
104, 0.604, 1000
105, 0.468, 1000
106, 0.474, 1000
107, 0.717, 1000
108, 0.569, 1000
109, 0.436, 1000
110, 0.568, 1000
111, 0.73, 1000
112, 0.447, 1000
113, 0.621, 1000
114, 0.585, 1000
115, 0.353, 1000
116, 0.745, 1000
117, 0.483, 1000
118, 0.478, 1000
119, 0.617, 1000
120, 0.572, 1000
121, 0.397, 1000
122, 0.586, 1000
123, 0.532, 1000
124, 0.656, 1000
125, 0.037, 1000
126, 0.603, 1000
127, 0.763, 1000
128, 0.722, 1000
129, 0.497, 1000
130, 0.445, 1000
131, 0.733, 1000
132, 0.553, 1000
133, 0.587, 1000
134, 0.388, 1000
135, 0.401, 1000
136, 0.578, 1000
137, 0.581, 1000
138, 0.454, 1000
139, 0.585, 1000
140, 0.66, 1000
141, 0.591, 1000
142, 0.526, 1000
143, 0.579, 1000
144, 0.548, 1000
145, 0.653, 1000
146, 0.468, 1000
147, 0.477, 1000
148, 0.747, 1000
149, 0.515, 1000
150, 0.536, 10000
151, 0.575, 10000
